state,gender,year,name,number
TX,M,2009,James,1080
TX,M,2009,Robert,737
TX,M,2009,Charles,495
TX,M,2010,Jose,1926
TX,M,2010,Daniel,1694
TX,M,2010,David,1690
TX,M,2010,Christopher,1682
TX,M,2010,Michael,1484
TX,M,2010,William,1377
TX,M,2010,John,1114
TX,M,2010,James,1043
TX,M,2010,Robert,689
TX,M,2010,Charles,488
TX,M,2011,Daniel,1737
TX,M,2011,Jose,1707
TX,M,2011,David,1611
TX,M,2011,Christopher,1483
TX,M,2011,Michael,1455
TX,M,2011,William,1339
TX,M,2011,John,985
TX,M,2011,James,949
TX,M,2011,Robert,633
TX,M,2011,Charles,437
TX,M,2012,Daniel,1640
TX,M,2012,Jose,1619
TX,M,2012,David,1534
TX,M,2012,Michael,1429
TX,M,2012,Christopher,1399
TX,M,2012,William,1380
TX,M,2012,James,1043
TX,M,2012,John,1014
TX,M,2012,Robert,634
TX,M,2012,Charles,490
TX,M,2013,Daniel,1712
TX,M,2013,Jose,1559
TX,M,2013,David,1511
TX,M,2013,Michael,1430
TX,M,2013,William,1351
TX,M,2013,Christopher,1286
TX,M,2013,James,1067
TX,M,2013,John,1016
TX,M,2013,Robert,648
TX,M,2013,Charles,475
TX,M,2014,Daniel,1684
TX,M,2014,David,1556
TX,M,2014,Jose,1547
TX,M,2014,Michael,1480
TX,M,2014,William,1353
TX,M,2014,Christopher,1238
TX,M,2014,James,1188
TX,M,2014,John,1078
TX,M,2014,Robert,643
TX,M,2014,Charles,506
TX,M,2015,Daniel,1658
TX,M,2015,Jose,1501
TX,M,2015,David,1445
TX,M,2015,Michael,1409
TX,M,2015,William,1325
TX,M,2015,James,1278
TX,M,2015,Christopher,1249
TX,M,2015,John,1033
TX,M,2015,Robert,576
TX,M,2015,Charles,507
TX,M,2016,Daniel,1614
TX,M,2016,Jose,1424
TX,M,2016,David,1408
TX,M,2016,Michael,1372
TX,M,2016,William,1324
TX,M,2016,James,1269
TX,M,2016,Christopher,1137
TX,M,2016,John,1020
TX,M,2016,Robert,619
TX,M,2016,Charles,517
TX,M,2017,Daniel,1367
TX,M,2017,David,1339
TX,M,2017,Jose,1337
TX,M,2017,James,1244
TX,M,2017,Michael,1202
TX,M,2017,William,1155
TX,M,2017,Christopher,1010
TX,M,2017,John,864
TX,M,2017,Robert,499
TX,M,2017,Charles,484
TX,M,2018,Daniel,1367
TX,M,2018,David,1207
TX,M,2018,Jose,1196
TX,M,2018,James,1185
TX,M,2018,William,1151
TX,M,2018,Michael,1110
TX,M,2018,Christopher,900
TX,M,2018,John,867
TX,M,2018,Charles,460
TX,M,2018,Robert,460
